"ID","INV","DATE","CATALOG","PCODE","QTY","custnum"
5487,156347.00,11/97/24 00:00:00,"Toy","TY1300",1.00,"9687000"
5488,200543.00,7/98/1 00:00:00,"Pets","PT3100",1.00,"9687000"
5489,210121.00,8/98/11 00:00:00,"Software","SW2842",1.00,"9687000"
5490,221727.00,9/98/29 00:00:00,"Software","SW7823",1.00,"9687000"
5491,223655.00,10/98/7 00:00:00,"Pets","PT3400",3.00,"9687000"
5492,232303.00,11/98/13 00:00:00,"Gardening","GD1010",1.00,"9687000"
5493,235538.00,11/98/27 00:00:00,"Pets","PT3100",3.00,"9687000"
5494,240474.00,12/98/18 00:00:00,"Software","SW6269",1.00,"9687000"
5495,101112.00,4/00/29 00:00:00,"Sports","SP2400",1.00,"9687000"
5496,104683.00,5/00/25 00:00:00,"Pets","PT4600",1.00,"9687000"
5497,108573.00,6/00/19 00:00:00,"Sports","SP2400",3.00,"9687000"
5498,111574.00,7/00/7 00:00:00,"Sports","SP2300",1.00,"9687000"
5499,123630.00,9/00/11 00:00:00,"Sports","SP2000",1.00,"9687000"
5500,123630.00,9/00/11 00:00:00,"Sports","SP3200",3.00,"9687000"
5501,134317.00,11/00/6 00:00:00,"Pets","PT2100",1.00,"9687000"
5502,141354.00,12/00/13 00:00:00,"Pets","PT1300",2.00,"9687000"
5503,156347.00,3/01/3 00:00:00,"Toys","TY1300",1.00,"9687000"
5504,107817.00,3/97/7 00:00:00,"Sports","SP1600",1.00,"9744000"
5505,121561.00,5/97/24 00:00:00,"Sports","SP3000",1.00,"9744000"
5506,126293.00,6/97/18 00:00:00,"GARDENING","GD1500",4.00,"9744000"
5507,142086.00,9/97/9 00:00:00,"Collectibles","CC1500",1.00,"9744000"
5508,142086.00,9/97/9 00:00:00,"Collectibles","CC3200",1.00,"9744000"
5509,142086.00,9/97/9 00:00:00,"Collectibles","CC4700",2.00,"9744000"
5510,149222.00,10/97/17 00:00:00,"Pets","PT1400",1.00,"9744000"
5511,149748.00,10/97/20 00:00:00,"Sports","SP1600",1.00,"9744000"
5512,172368.00,2/98/23 00:00:00,"Pets","PT2000",2.00,"9744000"
5513,172368.00,2/98/23 00:00:00,"Pets","PT4200",1.00,"9744000"
5514,190247.00,5/98/18 00:00:00,"Sports","SP1300",1.00,"9744000"
5515,200548.00,7/98/1 00:00:00,"Sport","SP1300",3.00,"9744000"
5516,200548.00,7/98/1 00:00:00,"Sports","SP2200",1.00,"9744000"
5517,200548.00,7/98/1 00:00:00,"Sports","SP3100",4.00,"9744000"
5518,227137.00,10/98/22 00:00:00,"Sports","SP2300",1.00,"9744000"
5519,233242.00,11/98/17 00:00:00,"Pets","PT4100",1.00,"9744000"
5520,107817.00,6/00/14 00:00:00,"Sports","SP1600",1.00,"9744000"
5521,121561.00,8/00/31 00:00:00,"Sports","SP3000",1.00,"9744000"
5522,126293.00,9/00/25 00:00:00,"Gardening","GD15OO",4.00,"9744000"
5523,142086.00,12/00/17 00:00:00,"Collectible","CC15OO",1.00,"9744000"
5524,142086.00,12/00/17 00:00:00,"Collectibles","CC3200",1.00,"9744000"
5525,142086.00,12/00/17 00:00:00,"Collectibles","CC4700",2.00,"9744000"
5526,149222.00,1/01/24 00:00:00,"Pets","PT1400",1.00,"9744000"
5527,149748.00,1/01/27 00:00:00,"Sports","SP1600",1.00,"9744000"
5528,112399.00,4/97/4 00:00:00,"Gardening","GD2000",1.00,"9745000"
5529,112399.00,4/97/4 00:00:00,"Gardening","GD2400",3.00,"9745000"
5530,112399.00,4/97/4 00:00:00,"Gardening","GD3300",1.00,"9745000"
5531,124184.00,6/97/7 00:00:00,"Pets","PT4100",4.00,"9745000"
5532,137163.00,8/97/14 00:00:00,"Pets","PT1300",4.00,"9745000"
5533,138049.00,8/97/19 00:00:00,"Pets","PT4600",2.00,"9745000"
5534,171844.00,2/98/20 00:00:00,"Pets","PT2400",1.00,"9745000"
5535,207273.00,7/98/30 00:00:00,"Sports","SP3100",1.00,"9745000"
5536,215752.00,9/98/4 00:00:00,"Pets","PT1400",1.00,"9745000"
5537,112399.00,7/00/12 00:00:00,"Gardening","GD2000",1.00,"9745000"
5538,112399.00,7/00/12 00:00:00,"Gardening","GD2400",3.00,"9745000"
5539,112399.00,7/00/12 00:00:00,"Gardening","GD3300",1.00,"9745000"
5540,124184.00,9/00/14 00:00:00,"Pets","PT4100",4.00,"9745000"
5541,137163.00,11/00/21 00:00:00,"Pets","PT1300",4.00,"9745000"
5542,138049.00,11/00/26 00:00:00,"Pets","PT4600",2.00,"9745000"
5543,171844.00,5/01/30 00:00:00,"Pets","PT2400",1.00,"9745000"
5544,117426.00,5/97/2 00:00:00,"Pets","PT1100",1.00,"9770000"
5545,117426.00,5/97/2 00:00:00,"Pets","PT1400",1.00,"9770000"
5546,117426.00,5/97/2 00:00:00,"Pets","PT4200",1.00,"9770000"
5547,117426.00,5/97/2 00:00:00,"Pets","PT4200",2.00,"9770000"
5548,118180.00,5/97/6 00:00:00,"Gardening","GD1400",3.00,"9770000"
5549,118180.00,5/97/6 00:00:00,"Gardening","GD1600",1.00,"9770000"
5550,118180.00,5/97/6 00:00:00,"Gardening","GD3000",1.00,"9770000"
5551,144605.00,9/97/22 00:00:00,"Sports","SP3100",1.00,"9770000"
5552,149749.00,10/97/20 00:00:00,"Software","SW1612",3.00,"9770000"
5553,149749.00,10/97/20 00:00:00,"Softwars","SW3617",1.00,"9770000"
5554,149749.00,10/97/20 00:00:00,"Softwares","SW4773",2.00,"9770000"
5555,150130.00,10/97/22 00:00:00,"Toys","TY5200",1.00,"9770000"
5556,152027.00,11/97/1 00:00:00,"Pets","PT1200",4.00,"9770000"
5557,171303.00,2/98/17 00:00:00,"Sports","SP2400",4.00,"9770000"
5558,186810.00,5/98/3 00:00:00,"Gardening","GD2300",3.00,"9770000"
5559,187970.00,5/98/8 00:00:00,"Toys","TY1750",1.00,"9770000"
5560,187970.00,5/98/8 00:00:00,"Toys","TY1900",1.00,"9770000"
5561,187970.00,5/98/8 00:00:00,"Toys","TY4800",4.00,"9770000"
5562,187970.00,5/98/8 00:00:00,"Toys","TY5300",1.00,"9770000"
5563,192539.00,5/98/28 00:00:00,"Gardening","GD1200",1.00,"9770000"
5564,192539.00,5/98/28 00:00:00,"Gardening","GD13OO",4.00,"9770000"
5565,192539.00,5/98/28 00:00:00,"Gardening","GD2200",3.00,"9770000"
5566,193460.00,6/98/1 00:00:00,"Toys","TY1750",1.00,"9770000"
5567,193460.00,6/98/1 00:00:00,"Toys","TY1950",3.00,"9770000"
5568,193460.00,6/98/1 00:00:00,"Toys","TY4500",1.00,"9770000"
5569,193460.00,6/98/1 00:00:00,"Toys","TY4600",1.00,"9770000"
5570,204682.00,7/98/19 00:00:00,"Spots","SP2300",3.00,"9770000"
5571,204682.00,7/98/19 00:00:00,"Sports","SP3100",1.00,"9770000"
5572,225492.00,10/98/15 00:00:00,"Sports","SP1000",4.00,"9770000"
5573,226707.00,10/98/20 00:00:00,"Pets","PT2100",3.00,"9770000"
5574,233731.00,11/98/19 00:00:00,"Collectibles","CC4400",1.00,"9770000"
5575,117426.00,8/00/9 00:00:00,"Pets","PT1100",1.00,"9770000"
5576,117426.00,8/00/9 00:00:00,"Pets","PT1400",1.00,"9770000"
5577,117426.00,8/00/9 00:00:00,"Pets","PT4200",1.00,"9770000"
5578,117426.00,8/00/9 00:00:00,"Pets","PT4200",2.00,"9770000"
5579,118180.00,8/00/13 00:00:00,"Gardening","GD1400",3.00,"9770000"
5580,118180.00,8/00/13 00:00:00,"Gardening","GD1600",1.00,"9770000"
5581,118180.00,8/00/13 00:00:00,"Gardening","GD3000",1.00,"9770000"
5582,144605.00,12/00/30 00:00:00,"Sports","SP3100",1.00,"9770000"
5583,149749.00,1/01/27 00:00:00,"Softwars","SW1612",3.00,"9770000"
5584,149749.00,1/01/27 00:00:00,"Software","SW3617",1.00,"9770000"
5585,149749.00,1/01/27 00:00:00,"Software","SW4773",2.00,"9770000"
5586,150130.00,1/01/29 00:00:00,"Toys","TY5200",1.00,"9770000"
5587,152027.00,2/01/8 00:00:00,"Pets","PT1200",4.00,"9770000"
5588,171303.00,5/01/27 00:00:00,"Sports","SP2400",4.00,"9770000"
5589,106577.00,2/97/27 00:00:00,"Sports","SP3100",1.00,"9895000"
5590,110759.00,3/97/25 00:00:00,"Pats","PT1000",2.00,"9895000"
5591,113684.00,4/97/11 00:00:00,"Pets","PT2000",1.00,"9895000"
5592,113684.00,4/97/11 00:00:00,"Pets","PT3200",1.00,"9895000"
5593,113684.00,4/97/11 00:00:00,"Pets","PT3300",2.00,"9895000"
5594,113684.00,4/97/11 00:00:00,"Pets","PT3500",1.00,"9895000"
5595,153142.00,11/97/7 00:00:00,"Pets","PT2200",1.00,"9895000"
5596,165282.00,1/98/13 00:00:00,"Software","SW2782",1.00,"9895000"
5597,165281.00,1/98/13 00:00:00,"Toys","TY1700",1.00,"9895000"
5598,167907.00,1/98/29 00:00:00,"Sports","SP2300",1.00,"9895000"
5599,184415.00,4/98/22 00:00:00,"Gardening","GD4300",3.00,"9895000"
5600,210342.00,8/98/12 00:00:00,"Pets","PT4300",4.00,"9895000"
5601,223206.00,10/98/5 00:00:00,"Collectibles","CC3600",3.00,"9895000"
5602,224592.00,10/98/11 00:00:00,"Pets","PT3500",1.00,"9895000"
5603,106577.00,6/00/6 00:00:00,"Sports","SP3100",1.00,"9895000"
5604,110759.00,7/00/2 00:00:00,"Pets","PT1000",2.00,"9895000"
5605,113684.00,7/00/19 00:00:00,"Pets","PT2000",1.00,"9895000"
5606,113684.00,7/00/19 00:00:00,"Pets","PT3200",1.00,"9895000"
5607,113684.00,7/00/19 00:00:00,"Pets","PT3300",2.00,"9895000"
5608,113684.00,7/00/19 00:00:00,"Pets","PT3500",1.00,"9895000"
5609,153142.00,2/01/14 00:00:00,"Pets","PT2200",1.00,"9895000"
5610,165282.00,4/01/22 00:00:00,"Software","SW2782",1.00,"9895000"
5611,165281.00,4/01/22 00:00:00,"Toys","TY1700",1.00,"9895000"
5612,167907.00,5/01/8 00:00:00,"Sports","SP2300",1.00,"9895000"
5613,120263.00,5/97/17 00:00:00,"Sports","SP3200",4.00,"10020000"
5614,127158.00,6/97/23 00:00:00,"Gardening","GD3400",3.00,"10020000"
5615,136395.00,8/97/10 00:00:00,"Gardening","GD1600",1.00,"10020000"
5616,136395.00,8/97/10 00:00:00,"Gardening","GD3200",1.00,"10020000"
5617,136395.00,8/97/10 00:00:00,"Gardning","GD3200",1.00,"10020000"
5618,136395.00,8/97/10 00:00:00,"Gardening","GD4200",3.00,"10020000"
5619,137344.00,8/97/15 00:00:00,"Pets","PT4300",1.00,"10020000"
5620,150132.00,10/97/22 00:00:00,"Sports","SP2400",2.00,"10020000"
5621,158847.00,12/97/7 00:00:00,"Pets","PT4100",2.00,"10020000"
5622,170757.00,2/98/14 00:00:00,"Sports","SP1000",3.00,"10020000"
5623,178924.00,3/98/28 00:00:00,"Pets","PT1200",1.00,"10020000"
5624,210125.00,8/98/11 00:00:00,"Pets","PT4300",1.00,"10020000"
5625,229048.00,10/98/30 00:00:00,"Toys","TY4800",3.00,"10020000"
5626,241844.00,12/98/24 00:00:00,"Pets","PT1300",2.00,"10020000"
5627,120263.00,8/00/24 00:00:00,"Sporst","SP3200",4.00,"10020000"
5628,127158.00,9/00/30 00:00:00,"Gardening","GD3400",3.00,"10020000"
5629,136395.00,11/00/17 00:00:00,"Gardening","GD1600",1.00,"10020000"
5630,136395.00,11/00/17 00:00:00,"Gardening","GD3200",1.00,"10020000"
5631,136395.00,11/00/17 00:00:00,"Gardening","GD3200",1.00,"10020000"
5632,136395.00,11/00/17 00:00:00,"Gardening","GD4200",3.00,"10020000"
5633,137344.00,11/00/22 00:00:00,"Pets","PT4300",1.00,"10020000"
5634,150132.00,1/01/29 00:00:00,"Sports","SP2400",2.00,"10020000"
5635,158847.00,3/01/16 00:00:00,"Pets","PT4100",2.00,"10020000"
5636,170757.00,5/01/24 00:00:00,"Sports","SP1000",3.00,"10020000"
5637,104129.00,2/97/11 00:00:00,"Sports","SP2000",1.00,"10145000"
5638,120267.00,5/97/17 00:00:00,"Pets","PT1100",1.00,"10145000"
5639,121393.00,5/97/23 00:00:00,"Pets","PT4300",2.00,"10145000"
5640,154053.00,11/97/12 00:00:00,"Pets","PT3200",1.00,"10145000"
5641,184641.00,4/98/23 00:00:00,"Pets","PT4500",1.00,"10145000"
5642,184642.00,4/98/23 00:00:00,"Sports","SP2200",1.00,"10145000"
5643,185278.00,4/98/26 00:00:00,"Pets","PT4600",1.00,"10145000"
5644,196054.00,6/98/12 00:00:00,"Software","SW4550",1.00,"10145000"
5645,196054.00,6/98/12 00:00:00,"Software","SW4550",1.00,"10145000"
5646,196054.00,6/98/12 00:00:00,"Software","SW9023",1.00,"10145000"
5647,196054.00,6/98/12 00:00:00,"Software","SW9521",1.00,"10145000"
5648,198649.00,6/98/23 00:00:00,"Gardening","GD1400",1.00,"10145000"
5649,198649.00,6/98/23 00:00:00,"Gardening","GD3100",1.00,"10145000"
5650,198649.00,6/98/23 00:00:00,"Gardening","GD3200",1.00,"10145000"
5651,206314.00,7/98/26 00:00:00,"Sports","SP2400",1.00,"10145000"
5652,206314.00,7/98/26 00:00:00,"Sports","SP2600",1.00,"10145000"
5653,206314.00,7/98/26 00:00:00,"Sports","SP3200",1.00,"10145000"
5654,220078.00,9/98/22 00:00:00,"Pets","PT1000",1.00,"10145000"
5655,223444.00,10/98/6 00:00:00,"Sports","SP3400",1.00,"10145000"
5656,224131.00,10/98/9 00:00:00,"Sports","SP1500",1.00,"10145000"
5657,231848.00,11/98/11 00:00:00,"Toys","TY4600",3.00,"10145000"
5658,104129.00,5/00/21 00:00:00,"Sports","SP2000",1.00,"10145000"
5659,120267.00,8/00/24 00:00:00,"Pets","PT1100",1.00,"10145000"
5660,121393.00,8/00/30 00:00:00,"Pets","PT4300",2.00,"10145000"
5661,154053.00,2/01/19 00:00:00,"Pets","PT3200",1.00,"10145000"
5662,101514.00,1/97/23 00:00:00,"Software","SW3625",3.00,"10201000"
5663,112242.00,4/97/3 00:00:00,"Sports","SP3200",1.00,"10201000"
5664,116156.00,4/97/25 00:00:00,"Collectibles","CC3600",1.00,"10201000"
5665,116156.00,4/97/25 00:00:00,"Collectibles","CC3700",1.00,"10201000"
5666,116156.00,4/97/25 00:00:00,"Collectibles","CC4400",1.00,"10201000"
5667,128767.00,7/97/1 00:00:00,"Toys","TY4600",1.00,"10201000"
5668,129168.00,7/97/3 00:00:00,"Sports","SP1000",1.00,"10201000"
5669,159202.00,12/97/9 00:00:00,"Pets","PT3300",1.00,"10201000"
5670,165929.00,1/98/17 00:00:00,"Gardening","GD3100",1.00,"10201000"
5671,166587.00,1/98/21 00:00:00,"Pets","PT4500",1.00,"10201000"
5672,168576.00,2/98/2 00:00:00,"Gardening","GD3000",1.00,"10201000"
5673,168576.00,2/98/2 00:00:00,"Gardening","GD3200",1.00,"10201000"
5674,168576.00,2/98/2 00:00:00,"Gardening","GD4200",1.00,"10201000"
5675,170562.00,2/98/13 00:00:00,"Sports","SP3200",1.00,"10201000"
5676,202872.00,7/98/11 00:00:00,"Sports","SP2400",1.00,"10201000"
5677,206807.00,7/98/28 00:00:00,"Sports","SP2200",1.00,"10201000"
5678,219616.00,9/98/20 00:00:00,"Sports","SP1600",4.00,"10201000"
5679,219616.00,9/98/20 00:00:00,"Sports","SP3000",1.00,"10201000"
5680,219616.00,9/98/20 00:00:00,"Sports","SP3300",4.00,"10201000"
5681,219616.00,9/98/20 00:00:00,"Sports","SP3400",4.00,"10201000"
5682,228082.00,10/98/26 00:00:00,"Pets","PT2300",1.00,"10201000"
5683,101514.00,5/00/2 00:00:00,"Software","SW3625",3.00,"10201000"
5684,112242.00,7/00/11 00:00:00,"Sports","SP3200",1.00,"10201000"
5685,116156.00,8/00/2 00:00:00,,"CC3600",1.00,"10201000"
5686,116156.00,8/00/2 00:00:00,"Collectibles","CC3700",1.00,"10201000"
5687,116156.00,8/00/2 00:00:00,"Collectible","CC4400",1.00,"10201000"
5688,128767.00,10/00/8 00:00:00,"Toys","TY4600",1.00,"10201000"
5689,129168.00,10/00/10 00:00:00,"Sports","SP1000",1.00,"10201000"
5690,159202.00,3/01/18 00:00:00,"Pets","PT3300",1.00,"10201000"
5691,165929.00,4/01/26 00:00:00,"Gardening","GD3100",1.00,"10201000"
5692,166587.00,4/01/30 00:00:00,"Pets","PT4500",1.00,"10201000"
5693,168576.00,5/01/12 00:00:00,"Gardening","GD3000",1.00,"10201000"
5694,168576.00,5/01/12 00:00:00,"Gardening","GD3200",1.00,"10201000"
5695,168576.00,5/01/12 00:00:00,"Gardening","GD4200",1.00,"10201000"
5696,170562.00,5/01/23 00:00:00,"Sports","SP3200",1.00,"10201000"
5697,112082.00,4/97/2 00:00:00,"Gardening","GD1500",1.00,"10270000"
5698,114536.00,4/97/16 00:00:00,"Sports","SP1300",1.00,"10270000"
5699,137173.00,8/97/14 00:00:00,"Toys","TY4500",1.00,"10270000"
5700,157887.00,12/97/2 00:00:00,"Toys","TY1650",1.00,"10270000"
5701,162112.00,12/97/24 00:00:00,"Software","SW9521",4.00,"10270000"
5702,175460.00,3/98/11 00:00:00,"Toys","TY3300",1.00,"10270000"
5703,175460.00,3/98/11 00:00:00,"Toys","TY3700",1.00,"10270000"
5704,175460.00,3/98/11 00:00:00,"Toys","TY4400",1.00,"10270000"
5705,186819.00,5/98/3 00:00:00,"Pets","PT2000",1.00,"10270000"
5706,192319.00,5/98/27 00:00:00,"Toys","TY1100",1.00,"10270000"
5707,192319.00,5/98/27 00:00:00,"Toys","TY1200",1.00,"10270000"
5708,192319.00,5/98/27 00:00:00,"Toys","TY4400",2.00,"10270000"
5709,194855.00,6/98/7 00:00:00,"Sports","SP3200",1.00,"10270000"
5710,202389.00,7/98/9 00:00:00,"Toys","TY1500",1.00,"10270000"
5711,218179.00,9/98/14 00:00:00,"Toys","TY4600",4.00,"10270000"
5712,220544.00,9/98/24 00:00:00,"Pets","PT2000",1.00,"10270000"
5713,220544.00,9/98/24 00:00:00,"Pets","PT2100",1.00,"10270000"
5714,220544.00,9/98/24 00:00:00,"Pets","PT4200",1.00,"10270000"
5715,220544.00,9/98/24 00:00:00,"Pets","PT4500",4.00,"10270000"
5716,112082.00,7/00/10 00:00:00,"Gardening","GD1500",1.00,"10270000"
5717,114536.00,7/00/24 00:00:00,"Sports","SP1300",1.00,"10270000"
5718,137173.00,11/00/21 00:00:00,"Toys","TY4500",1.00,"10270000"
5719,157887.00,3/01/11 00:00:00,"Toys","TY1650",1.00,"10270000"
5720,162112.00,4/01/2 00:00:00,"Software","SW9521",4.00,"10270000"
5721,98957.00,1/97/3 00:00:00,"Sports","SP3400",1.00,"10296000"
5722,136795.00,8/97/12 00:00:00,"Collectibles","CC4100",1.00,"10296000"
5723,136795.00,8/97/12 00:00:00,"Collectibles","CC4200",1.00,"10296000"
5724,136795.00,8/97/12 00:00:00,"Collectibles","CC4600",3.00,"10296000"
5725,159616.00,12/97/11 00:00:00,"Gardening","GD3200",3.00,"10296000"
5726,197511.00,6/98/18 00:00:00,"Sports","SP1300",1.00,"10296000"
5727,216491.00,9/98/7 00:00:00,"Toys","TY1950",2.00,"10296000"
5728,218396.00,9/98/15 00:00:00,"Software","SW4323",1.00,"10296000"
5729,241847.00,12/98/24 00:00:00,"Toys","TY1500",1.00,"10296000"
5730,98957.00,4/00/12 00:00:00,"Sports","SP3400",1.00,"10296000"
5731,136795.00,11/00/19 00:00:00,"Collectibles","CC4100",1.00,"10296000"
5732,136795.00,11/00/19 00:00:00,"Collectibles","CC4200",1.00,"10296000"
5733,136795.00,11/00/19 00:00:00,"Collectibles","CC4600",3.00,"10296000"
5734,159616.00,3/01/20 00:00:00,"Gardening","GD3200",3.00,"10296000"
5735,122130.00,5/97/27 00:00:00,"Sports","SP2000",1.00,"10395000"
5736,143266.00,9/97/15 00:00:00,"Sports","SP2600",3.00,"10395000"
5737,144615.00,9/97/22 00:00:00,"Sports","SP1400",1.00,"10395000"
5738,144615.00,9/97/22 00:00:00,"Sports","SP2600",1.00,"10395000"
5739,144615.00,9/97/22 00:00:00,"Sports","SP2700",1.00,"10395000"
5740,158087.00,12/97/3 00:00:00,"Pets","PT4400",1.00,"10395000"
5741,161926.00,12/97/23 00:00:00,"Toys","TY1200",1.00,"10395000"
5742,164243.00,1/98/6 00:00:00,"Pets","PT1200",1.00,"10395000"
5743,185717.00,4/98/28 00:00:00,"Gardening","GD2400",1.00,"10395000"
5744,186821.00,5/98/3 00:00:00,"Gardening","GD1200",1.00,"10395000"
5745,188645.00,5/98/11 00:00:00,"Collectibles","CC3600",1.00,"10395000"
5746,190958.00,5/98/21 00:00:00,"Pets","PT2100",1.00,"10395000"
5747,208181.00,8/98/3 00:00:00,"Sports","SP1100",1.00,"10395000"
5748,208181.00,8/98/3 00:00:00,"Sports","SP2300",1.00,"10395000"
5749,208181.00,8/98/3 00:00:00,"Sports","SP3200",1.00,"10395000"
5750,217460.00,9/98/11 00:00:00,"Sports","SP3300",1.00,"10395000"
5751,220325.00,9/98/23 00:00:00,"Pets","PT3300",1.00,"10395000"
5752,240944.00,12/98/20 00:00:00,"Toys","TY1500",1.00,"10395000"
5753,122130.00,9/00/3 00:00:00,"Sports","SP2000",1.00,"10395000"
5754,143266.00,12/00/23 00:00:00,"Sport","SP2600",3.00,"10395000"
5755,144615.00,12/00/30 00:00:00,"Sports","SP1400",1.00,"10395000"
5756,144615.00,12/00/30 00:00:00,"Sports","SP2600",1.00,"10395000"
5757,144615.00,12/00/30 00:00:00,"Sports","SP2700",1.00,"10395000"
5758,158087.00,3/01/12 00:00:00,"Pets","PT4400",1.00,"10395000"
5759,161926.00,4/01/1 00:00:00,"Toys","TY1200",1.00,"10395000"
5760,164243.00,4/01/15 00:00:00,"Pets","PT1200",1.00,"10395000"
5761,103548.00,2/97/7 00:00:00,"Sports","SP13OO",1.00,"10520000"
5762,119350.00,5/97/12 00:00:00,"Sports","SP2700",4.00,"10520000"
5763,138253.00,8/97/20 00:00:00,"Sports","SP3100",1.00,"10520000"
5764,142105.00,9/97/9 00:00:00,"Sports","SP3200",1.00,"10520000"
5765,156549.00,11/97/25 00:00:00,"Pets","PT3300",1.00,"10520000"
5766,161536.00,12/97/21 00:00:00,"Toys","TY2200",1.00,"10520000"
5767,172965.00,2/98/26 00:00:00,"Sports","SP3000",1.00,"10520000"
5768,187483.00,5/98/6 00:00:00,"Gardening","GD2000",1.00,"10520000"
5769,189565.00,5/98/15 00:00:00,"Gardening","GD3300",2.00,"10520000"
5770,195826.00,6/98/11 00:00:00,"Gardening","GD1500",1.00,"10520000"
5771,209120.00,8/98/7 00:00:00,"Toys","TY1300",1.00,"10520000"
5772,212747.00,8/98/22 00:00:00,"Pets","PT3500",1.00,"10520000"
5773,218185.00,9/98/14 00:00:00,"Pets","PT2100",4.00,"10520000"
5774,219623.00,9/98/20 00:00:00,"Sports","sp2000",2.00,"10520000"
5775,103548.00,5/00/17 00:00:00,"Sports","SP1300",1.00,"10520000"
5776,119350.00,8/00/19 00:00:00,"Sport","SP2700",4.00,"10520000"
5777,138253.00,11/00/27 00:00:00,"Sports","SP3100",1.00,"10520000"
5778,142105.00,12/00/17 00:00:00,"Sports","SP3200",1.00,"10520000"
5779,156549.00,3/01/4 00:00:00,"Pets","PT3300",1.00,"10520000"
5780,161536.00,3/01/30 00:00:00,"Toys","TY2200",1.00,"10520000"
5781,152040.00,11/97/1 00:00:00,"Sports","SP2600",4.00,"10645000"
5782,162631.00,12/97/27 00:00:00,"Pets","PT3300",1.00,"10645000"
5783,182819.00,4/98/15 00:00:00,"Sports","SP2000",2.00,"10645000"
5784,194183.00,6/98/4 00:00:00,"Gardening","GD1300",2.00,"10645000"
5785,194183.00,6/98/4 00:00:00,"Gardening","GD2000",1.00,"10645000"
5786,194183.00,6/98/4 00:00:00,"Gardening","GD3200",3.00,"10645000"
5787,199355.00,6/98/26 00:00:00,"Pets","PT3500",2.00,"10645000"
5788,199586.00,6/98/27 00:00:00,"Pets","PT3100",1.00,"10645000"
5789,207285.00,7/98/30 00:00:00,"Gardening","GD2000",3.00,"10645000"
5790,207285.00,7/98/30 00:00:00,"Gardening","GD2200",1.00,"10645000"
5791,207285.00,7/98/30 00:00:00,"Gardening","GD3400",3.00,"10645000"
5792,221959.00,9/98/30 00:00:00,"Toys","TY3200",1.00,"10645000"
5793,226718.00,10/98/20 00:00:00,"Pets","PT4600",1.00,"10645000"
5794,238665.00,12/98/10 00:00:00,"Sports","SP1200",4.00,"10645000"
5795,152040.00,2/01/8 00:00:00,"Sports","SP2600",4.00,"10645000"
5796,162631.00,4/01/5 00:00:00,"Pets","PT3300",1.00,"10645000"
5797,98960.00,1/97/3 00:00:00,"Gardening","GD2200",3.00,"10770000"
5798,108911.00,3/97/14 00:00:00,"Pets","PT4200",1.00,"10770000"
5799,111756.00,3/97/31 00:00:00,"Gardening","GD2300",1.00,"10770000"
5800,118005.00,5/97/5 00:00:00,"Gardening","GD1010",1.00,"10770000"
5801,125168.00,6/97/12 00:00:00,"Pets","PT1200",3.00,"10770000"
5802,135070.00,8/97/3 00:00:00,"Toys","TY1900",1.00,"10770000"
5803,149600.00,10/97/19 00:00:00,"Toys","TY2100",4.00,"10770000"
5804,149600.00,10/97/19 00:00:00,"Toys","TY2600",1.00,"10770000"
5805,149600.00,10/97/19 00:00:00,"Toys","TY4300",3.00,"10770000"
5806,149600.00,10/97/19 00:00:00,"Toys","TY4700",3.00,"10770000"
5807,152425.00,11/97/3 00:00:00,"Sports","SP1300",1.00,"10770000"
5808,164978.00,1/98/11 00:00:00,"Gardening","GD1001",1.00,"10770000"
5809,164978.00,1/98/11 00:00:00,"Gardening","GD1100",4.00,"10770000"
5810,164978.00,1/98/11 00:00:00,"Gardening","GD3000",3.00,"10770000"
5811,164978.00,1/98/11 00:00:00,"Gardening","GD4300",1.00,"10770000"
5812,187043.00,5/98/4 00:00:00,"Sports","SP1500",1.00,"10770000"
5813,189806.00,5/98/16 00:00:00,"Pets","PT2400",1.00,"10770000"
5814,192325.00,5/98/27 00:00:00,"Toys","TY1100",1.00,"10770000"
5815,193965.00,6/98/3 00:00:00,"Sports","SP3200",1.00,"10770000"
5816,200563.00,7/98/1 00:00:00,"Sports","SP1000",2.00,"10770000"
5817,200563.00,7/98/1 00:00:00,"Sports","SP2200",1.00,"10770000"
5818,200563.00,7/98/1 00:00:00,"Sports","SP2300",1.00,"10770000"
5819,200563.00,7/98/1 00:00:00,"Sport","SP3000",4.00,"10770000"
5820,234876.00,11/98/24 00:00:00,"Toys","TY4700",1.00,"10770000"
5821,98960.00,4/00/12 00:00:00,"Gardening","GD2200",3.00,"10770000"
5822,108911.00,6/00/21 00:00:00,"Pets","PT4200",1.00,"10770000"
5823,111756.00,7/00/8 00:00:00,"Gardening","GD2300",1.00,"10770000"
5824,118005.00,8/00/12 00:00:00,"Gardening","GD1010",1.00,"10770000"
5825,125168.00,9/00/19 00:00:00,"Pets","PT1200",3.00,"10770000"
5826,135070.00,11/00/10 00:00:00,"Toys","TY1900",1.00,"10770000"
5827,149600.00,1/01/26 00:00:00,"Toys","TY2100",4.00,"10770000"
5828,149600.00,1/01/26 00:00:00,"Toys","TY2600",1.00,"10770000"
5829,149600.00,1/01/26 00:00:00,"Toys","TY4300",3.00,"10770000"
5830,149600.00,1/01/26 00:00:00,"Toys","TY4700",3.00,"10770000"
5831,152425.00,2/01/10 00:00:00,"Sports","SP1300",1.00,"10770000"
5832,164978.00,4/01/20 00:00:00,"Gardening","GD1001",1.00,"10770000"
